focal_method,test_prefix,docstring
"static Map<String, String> putIfNotSet(Map<String, String> target, Map<String, String> defaults) {
    boolean needsChange = defaults.keySet().stream().anyMatch(key -> !target.containsKey(key));
    if (needsChange) {
      Map<String, String> copy = new HashMap<>(target);
      for (final String key : defaults.keySet()) {
        if (!copy.containsKey(key)) {
          copy.put(key, defaults.get(key));
        }
      }
      return copy;
    }
    return target;
  }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      HashMap<String, String> hashMap0 = new HashMap<String, String>();
      HashMap<String, String> hashMap1 = DefaultQueryParameter.FETCH;
      Map<String, String> map0 = DefaultQueryParameter.putIfNotSet(hashMap0, hashMap1);
      assertEquals(0, map0.size());
  }","Update a given map with some default values if not already present in map.@param target the map to be filled with values, if a key for them is not set already. @param defaults the list of defaults, to be set. @return the same map if no change had to be made, a new map otherwise."
"public static String  getDeepValue(Map m, String namePath) {
		return getDeepValue(m,namePath,String.class);
	}","@Test(timeout = 4000)
  public void test17()  throws Throwable  {
      HashMap<String, String> hashMap0 = new HashMap<String, String>();
      // Undeclared exception!
      try { 
        MapUtil.getDeepValue((Map) hashMap0, ""oBtoIV6QBF9"");
        fail(""Expecting exception: ArrayIndexOutOfBoundsException"");
      
      } catch(ArrayIndexOutOfBoundsException e) {
         //
         // 2
         //
         verifyException(""com.britesnow.snow.util.MapUtil"", e);
      }
  }","@param m the nested map @param namePath the namePath (i.e. ""product.name"")"
"public static StringBuffer readContent( File file, Map<String[], String> replaceMap )
        throws IOException
    {
        StringBuffer content = new StringBuffer();

        BufferedReader reader = new BufferedReader( new InputStreamReader( new FileInputStream( file ), ENCODING_UTF8 ) );

        String line = null;

        String currentEndString = null;

        try
        {
            while ( (line = reader.readLine()) != null )
            {
                if ( currentEndString != null )
                {
                    if ( line.contains( currentEndString ) )
                    {
                        currentEndString = null;
                    }

                    continue;
                }

                if ( replaceMap != null )
                {
                    for ( Entry<String[], String> entry : replaceMap.entrySet() )
                    {
                        if ( line.contains( entry.getKey()[0] ) )
                        {
                            currentEndString = (entry.getKey()[1] != null && !line.contains( entry.getKey()[1] )) ? entry.getKey()[1] : null;

                            line = entry.getValue();

                            break;
                        }
                    }
                }

                content.append( line + LINE_BREAK );
            }
        }
        finally
        {
            try
            {
                reader.close();
            }
            catch ( Exception ex )
            {
            }
        }

        return content;
    }","@Test(timeout = 4000)
  public void test04()  throws Throwable  {
      URI uRI0 = MockURI.aFileURI;
      MockFile mockFile0 = new MockFile(uRI0);
      MockFileOutputStream mockFileOutputStream0 = new MockFileOutputStream(mockFile0);
      mockFileOutputStream0.write((-1500));
      HashMap<String[], String> hashMap0 = new HashMap<String[], String>();
      String[] stringArray0 = new String[4];
      stringArray0[0] = """";
      hashMap0.put(stringArray0, ""UTF-8"");
      StringBuffer stringBuffer0 = StreamUtils.readContent(mockFile0, hashMap0);
      assertEquals(2, stringBuffer0.length());
  }","Reads the content of the file to a StringBuffer. Each line is compared to the keys of the argument map. If a line is matched, the line is replaced with the keys corresponding value. Passing null as replace map argument skips value replacement. The reading will stop at the first match for a single line.@param file the file to read from. @param replaceMap a map containing keys to be matched and values with replacements. @return a StringBuffer with the content of the file replaced according to the Map. @throws IOException if operation failed."
"@SuppressWarnings(""unchecked"")
  public <T> T getField(String key, String locale) {
    if (fields == null) {
      return null;
    }

    LinkedHashMap<String, Object> field = fields.get(key);
    if (field == null) {
      return null;
    } else {
      return (T) field.get(locale);
    }
  }","@Test(timeout = 4000)
  public void test00()  throws Throwable  {
      CMAEntry cMAEntry0 = new CMAEntry();
      CMAEntry.Localized cMAEntry_Localized0 = cMAEntry0.new Localized(""com.contentful.java.cma.model.CMAVisibility"");
      cMAEntry0.setField((String) null, (String) null, (Object) null);
      // Undeclared exception!
      try { 
        cMAEntry_Localized0.getField(""CMAEntry { CMAResource { system = CMASystem { space = CMALink { CMAResource { system = CMASystem { type = Link, linkType = Space, id =  } } } } } fields = null }"");
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""com.contentful.java.cma.model.CMAEntry"", e);
      }
  }","Return a specific localized field.@param key the key of the field @param locale the locale of the key @param <T> the type of the return value @return the value requested or null, if something (fields, key, locale) was not found."
,"@Test(timeout = 4000)
  public void test12()  throws Throwable  {
      LogCollector logCollector0 = new LogCollector();
      Vector<String> vector0 = logCollector0.getWarnings();
      assertNull(vector0);
  }",
,"@Test(timeout = 4000)
  public void test2()  throws Throwable  {
      Feature.FeatureType feature_FeatureType0 = Feature.FeatureType.QUALITATIVE;
      feature_FeatureType0.setParent(feature_FeatureType0);
      assertNull(feature_FeatureType0.getParent());
  }",
"public static double getFrequency(final double k) {
        //k = c / (4*pi*f) --> f = c / (4*pi*k)
        return SPEED_OF_LIGHT / (4.0 * Math.PI * k);
    }","@Test(timeout = 4000)
  public void test6()  throws Throwable  {
      double double0 = AltBeaconUtils.getFrequency(0.0, 0.0);
      assertEquals(Double.POSITIVE_INFINITY, double0, 0.01);
  }",Gets frequency from k value.@param k k value. @return frequency expressed in Hz.k = c (4pif) --> f = c (4pik)
"@Override
    public double test(final Map<String, Double> target, final Map<String, Double> baseline) {
        final double[] b = new double[baseline.keySet().size()];//baseline
        final double[] t = new double[target.keySet().size()];//target
        int c = 0;
        for (final String key : baseline.keySet()) {
            b[c] = baseline.get(key).doubleValue();
            t[c] = target.get(key).doubleValue();
            c++;
        }
        final double trueDiff = Math.abs(BasicStats.mean(b) - BasicStats.mean(t));
        double pvalue = 0.0;
        final double[] pb = new double[baseline.keySet().size()];//permutation of baseline
        final double[] pt = new double[target.keySet().size()];//permutation of target
        for (int i = 0; i < nPermutation; i++) {
            final char[] bits = randomBitVector(b.length).toCharArray();
            for (int j = 0; j < b.length; j++) {
                if (bits[j] == '0') {
                    pb[j] = b[j];
                    pt[j] = t[j];
                } else {
                    pb[j] = t[j];
                    pt[j] = b[j];
                }
            }
            final double pDiff = Math.abs(BasicStats.mean(pb) - BasicStats.mean(pt));
            if (pDiff >= trueDiff) {
                pvalue += 1.0;
            }
        }
        return pvalue / nPermutation;
    }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      RandomPermutationTest randomPermutationTest0 = new RandomPermutationTest();
      HashMap<String, Double> hashMap0 = new HashMap<String, Double>();
      RandomPermutationTest.nPermutation = 2038;
      Double double0 = new Double(2038);
      hashMap0.put(""0DhESW0"", double0);
      double double1 = randomPermutationTest0.test(hashMap0, hashMap0);
      assertEquals(0.0, double1, 0.01);
  }","Run the randomization test @param baseline @param target @returnbaseline
target
permutation of baseline
permutation of target"
,"@Test(timeout = 4000)
  public void test02()  throws Throwable  {
      CMAConstraint.Equals cMAConstraint_Equals0 = new CMAConstraint.Equals();
      // Undeclared exception!
      try { 
        cMAConstraint_Equals0.getValue();
        fail(""Expecting exception: IndexOutOfBoundsException"");
      
      } catch(IndexOutOfBoundsException e) {
         //
         // Index: 1, Size: 0
         //
         verifyException(""java.util.ArrayList"", e);
      }
  }",
"private static List<Triangle2D> internalTriangulate(
            final List<Point2D> verticesCopy, final List<int[]> indices,
            final List<Point2D> originalVertices) throws TriangulatorException {
        if (verticesCopy.size() < MIN_VERTICES) {
            throw new TriangulatorException();
        }

        final List<Triangle2D> result = new LinkedList<>();

        boolean madeCut;

        Triangle2D triangle = null;

        // Second, apply algorithm
        while (verticesCopy.size() > MIN_VERTICES) {
            madeCut = false;
            final int lastElement = verticesCopy.size() - 1;
            for (int i = 0; i <= lastElement; i++) {

                if (i == 0) {
                    if (triangle == null) {
                        // instantiate triangle if not already instantiated
                        triangle = new Triangle2D(verticesCopy.get(lastElement),
                                verticesCopy.get(0), verticesCopy.get(1));
                    } else {
                        triangle.setVertices(verticesCopy.get(lastElement),
                                verticesCopy.get(0), verticesCopy.get(1));
                    }
                } else if (i == lastElement) {
                    triangle.setVertices(verticesCopy.get(lastElement - 1),
                            verticesCopy.get(lastElement),
                            verticesCopy.get(0));
                } else {
                    triangle.setVertices(verticesCopy.get(i - 1),
                            verticesCopy.get(i), verticesCopy.get(i + 1));
                }

                if (isEar(triangle, verticesCopy)) {
                    // If it is an ear, we build a face out of the triangle being
                    // cut and remove it from polygon by cutting it
                    result.add(triangle);
                    // so that it cannot be reused after being added
                    triangle = null;

                    // cut ear
                    verticesCopy.remove(i);
                    madeCut = true;

                    // Leave from FOR loop to loop again to new reduced vertices set
                    break;
                }
            }

            // if arrived here but no cut was made and polygon size contains
            // more than 3 vertices, then the algorithm failed for some reason
            if (!madeCut) {
                throw new TriangulatorException();
            }
        }

        // instantiate final triangle
        triangle = new Triangle2D(verticesCopy.get(0),
                verticesCopy.get(1), verticesCopy.get(2));


        final boolean arePointsColinear = triangle.areVerticesColinear();

        // only add final triangle if not co-linear (area greater than small
        // threshold)
        if (!arePointsColinear)
            result.add(triangle);

        // add indices of triangles verticesCopy
        computeIndices(originalVertices, result, indices);

        return result;
    }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      VanGoghTriangulator2D vanGoghTriangulator2D0 = new VanGoghTriangulator2D();
      InhomogeneousPoint2D inhomogeneousPoint2D0 = new InhomogeneousPoint2D();
      HomogeneousPoint2D homogeneousPoint2D0 = new HomogeneousPoint2D(3, 3, 3);
      Triangle2D triangle2D0 = new Triangle2D(inhomogeneousPoint2D0, inhomogeneousPoint2D0, homogeneousPoint2D0);
      List<Point2D> list0 = triangle2D0.getVertices();
      LinkedList<Point2D> linkedList0 = new LinkedList<Point2D>(list0);
      Polygon2D polygon2D0 = new Polygon2D(linkedList0);
      Point2D point2D0 = polygon2D0.getCenter();
      linkedList0.add((Point2D) inhomogeneousPoint2D0);
      linkedList0.addFirst(point2D0);
      // Undeclared exception!
      try { 
        vanGoghTriangulator2D0.triangulate((List<Point2D>) linkedList0);
        fail(""Expecting exception: IndexOutOfBoundsException"");
      
      } catch(IndexOutOfBoundsException e) {
         //
         // Index: 5, Size: 5
         //
         verifyException(""java.util.ArrayList"", e);
      }
  }","Internal method that computes the actual triangulation.@param verticesCopy List of points considered as verticesCopy of a polygon. This list will be modified after execution of this method. @param indices List where indices of original verticesCopy will be stored. This list can be used to refer to the original order of verticesCopy. Notice that verticesCopy indices might be repeated because verticesCopy might appear in more than one triangle after triangulation. If this parameter is null, indices won't be stored in this list. @param originalVertices Reference to original list of vertices that won't be modified. @return List of triangles forming the polygon that has been triangulated. @throws TriangulatorException Raised if triangulation cannot be done. Usually this indicates numerical instability or polygon degeneracy.Second, apply algorithm
instantiate final triangle
only add final triangle if not co-linear (area greater than small
threshold)
add indices of triangles verticesCopy"
"public long getDuration() {
		return finishTime - startTime;
	}","@Test(timeout = 4000)
  public void test02()  throws Throwable  {
      TimeSlot timeSlot0 = new TimeSlot((-280L), (-1L), (RangeList) null);
      boolean boolean0 = timeSlot0.setResourceRanges((RangeList) null);
      assertFalse(boolean0);
  }",Returns the time duration of this time slot. @return the time duration of this time slot.
,"@Test(timeout = 4000)
  public void test2()  throws Throwable  {
      Set set0 = XhtmlRendererFactory.getSupportedTypes();
      assertEquals(10, set0.size());
  }",
"public static <T> void removeAll( List<T> list, List<Integer> indexes )
    {
        if ( list == null || indexes == null )
        {
            return;
        }
        
        Collections.sort( indexes, Collections.reverseOrder() );
        
        final int size = list.size();
        
        for ( Integer index : indexes )
        {
            if ( index >= 0 && index < size )
            {
                list.remove( (int) index );
            }
        }
    }","@Test(timeout = 4000)
  public void test06()  throws Throwable  {
      LinkedList<String> linkedList0 = new LinkedList<String>();
      linkedList0.add(""a] 0PK`MDYv}TO11"");
      // Undeclared exception!
      try { 
        ListUtils.removeEmptys(linkedList0);
        fail(""Expecting exception: NoClassDefFoundError"");
      
      } catch(NoClassDefFoundError e) {
         //
         // org/apache/commons/lang3/StringUtils
         //
         verifyException(""org.hisp.dhis.commons.collection.ListUtils"", e);
      }
  }",Removes from the given list the elements at the given indexes. Ignores indexes which are out of bounds of list. @param <T> type. @param list the list to remove elements from. @param indexes the indexes for the elements to remove.
"public static String generatePythonClass(final String className, final String parentName, final int level) {
		final StringBuffer result = new StringBuffer();
		// prepare indentation
		result.append(generateIndent(level));
		// prepare class
		result.append(""class "" + className + ""("");
		if (parentName != null) {
			result.append(parentName);
		} else {
			result.append(""object"");
		}
		result.append(""):\n"");
		return result.toString();
	}","@Test(timeout = 4000)
  public void test3()  throws Throwable  {
      String string0 = LineFactory.generatePythonClass("""", (String) null, 0);
      assertEquals(""class (object"", string0);
  }","Generates a class definition in Python for class @param className Name of the class @param parentName Name of the parent class (may be NULL) @param level Indentation level to use. @return An string defining the class using Python syntax ""[_indent_level]class className(parentName):\n""prepare indentation
prepare class"
,"@Test(timeout = 4000)
  public void test05()  throws Throwable  {
      CMAAsset.Fields cMAAsset_Fields0 = new CMAAsset.Fields();
      CMAAsset.Fields.Localized cMAAsset_Fields_Localized0 = cMAAsset_Fields0.localize(""Q/J"");
      // Undeclared exception!
      try { 
        cMAAsset_Fields_Localized0.setTitle(""CMAAsset.Fields {description = null, file = null, title = null}"");
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""com.contentful.java.cma.model.CMAAsset$Fields"", e);
      }
  }",
,"@Test(timeout = 4000)
  public void test4()  throws Throwable  {
      AtomicReference<Object> atomicReference0 = new AtomicReference<Object>();
      OperationFuture<Object> operationFuture0 = new OperationFuture<Object>(""x"", (CountDownLatch) null, atomicReference0, 170L, (ExecutorService) null);
      // Undeclared exception!
      try { 
        operationFuture0.signalComplete();
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""java.util.ArrayList"", e);
      }
  }",
"public static Integer zpvc( Number... values )
    {
        if ( values == null || values.length == 0 )
        {
            throw new IllegalArgumentException( ""Argument is null or empty: "" + values );
        }
        
        int count = 0;
        
        for ( Number value : values )
        {
            if ( value != null && value.doubleValue() >= 0d )
            {
                count++;
            }
        }
        
        return count;        
    }","@Test(timeout = 4000)
  public void test00()  throws Throwable  {
      Number[] numberArray0 = new Number[2];
      Long long0 = new Long(0L);
      numberArray0[0] = (Number) long0;
      // Undeclared exception!
      try { 
        ExpressionFunctions.zpvc(numberArray0);
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""org.hisp.dhis.commons.util.ExpressionFunctions"", e);
      }
  }",Function which will return the count of zero or positive values among the given argument values. @param values the arguments. @return an Integer.
,"@Test(timeout = 4000)
  public void test01()  throws Throwable  {
      ResourcePartition[] resourcePartitionArray0 = new ResourcePartition[0];
      PartProfile partProfile0 = new PartProfile(resourcePartitionArray0);
      PartProfileEntry partProfileEntry0 = new PartProfileEntry(3122L, 3512);
      partProfile0.add(partProfileEntry0);
      String string0 = partProfile0.toString();
      assertEquals(""Profile={\nProfileEntry={time=3122; gridlets=1; numPE=0}\n}"", string0);
  }",
"public static String getUUID() {
        return UUID.randomUUID().toString().replaceAll(""-"", """");
    }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      String[] stringArray0 = UUIDUtils.getUUID(2840);
      assertNull(stringArray0);
  }",获得一个去掉“-”符号的UUID@return StringUUID
,"@Test(timeout = 4000)
  public void test2()  throws Throwable  {
      // Undeclared exception!
      try { 
        StripedLock.create();
        fail(""Expecting exception: ArrayIndexOutOfBoundsException"");
      
      } catch(ArrayIndexOutOfBoundsException e) {
         //
         // 16
         //
         verifyException(""com.github.edgar615.util.concurrent.StripedLock"", e);
      }
  }",
"@Override
    public List<Triangle3D> triangulate(final Polygon3D polygon)
            throws TriangulatorException {
        // triangulation will modify provided list of vertices so we make a copy
        // of it

        //original vertices
        final List<Point3D> vertices = polygon.getVertices();
        final List<Point3D> verticesCopy = new ArrayList<>(
                polygon.getVertices());
        return internalTriangulate(verticesCopy, null, vertices);
    }","@Test(timeout = 4000)
  public void test04()  throws Throwable  {
      VanGoghTriangulator3D vanGoghTriangulator3D0 = new VanGoghTriangulator3D();
      InhomogeneousPoint3D inhomogeneousPoint3D0 = new InhomogeneousPoint3D(3, 3, 1.5707963267948966);
      Triangle3D triangle3D0 = new Triangle3D(inhomogeneousPoint3D0, inhomogeneousPoint3D0, inhomogeneousPoint3D0);
      List<Point3D> list0 = triangle3D0.getVertices();
      LinkedList<int[]> linkedList0 = new LinkedList<int[]>();
      try { 
        vanGoghTriangulator3D0.triangulate(list0, (List<int[]>) linkedList0);
        fail(""Expecting exception: Exception"");
      
      } catch(Exception e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""com.irurueta.geometry.VanGoghTriangulator3D"", e);
      }
  }","Triangulates provided polygon by dividing it into a set of triangles.@param polygon Polygon to be triangulated. @return List of triangles forming the polygon that has been triangulated. @throws TriangulatorException Raised if triangulation cannot be done. Usually this indicates numerical instability or polygon degeneracy.triangulation will modify provided list of vertices so we make a copy
of it
original vertices"
"public static <T> int getDistinctResultCount(int num, Callable<T> callable)
    throws Throwable {
    IdentityHashMap<T, Object> found = new IdentityHashMap<T, Object>();
    Collection<SyncThread<T>> threads = getCompletedThreads(num, callable);
    for (SyncThread<T> s : threads) {
      found.put(s.getResult(), new Object());
    }
    return found.size();
  }","@Test(timeout = 4000)
  public void test3()  throws Throwable  {
      Callable<Object> callable0 = (Callable<Object>) mock(Callable.class, new ViolatedAssumptionAnswer());
      doReturn((Object) null).when(callable0).call();
      int int0 = SyncThread.getDistinctResultCount(1, callable0);
      assertEquals(0, int0);
  }",Get the distinct result count for the given callable at the given concurrency.@param <T> the type of the callable @param num the concurrency @param callable the callable to invoke @return the number of distinct (by identity) results found @throws Throwable if an exception occurred in one of the invocations
"public static <L, R> Pair<L, R> of(L left, R right) {
        Pair<L, R> pair = new Pair<L, R>();
        pair.left = left;
        pair.right = right;
        return pair;
    }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      Integer integer0 = new Integer((-2089));
      Pair<Integer, Integer> pair0 = Pair.of(integer0, integer0);
      Integer integer1 = pair0.getRight();
      assertNull(integer1);
  }",Creates a new pair of these values.@param left The left side of the pair. @param right The right side of the pair. @return The pair.
"public static final String toASCII(String in) {
        try {
            return IDN.toASCII(in);
        } catch (Exception e) {
            // let's continue with the character by character encoding hack.
        }
        final StringBuilder sb = new StringBuilder();
        for (int i=0;i<in.length();i++) {
            try {
                sb.append(IDN.toASCII(in.substring(i, i + 1)));
            }
            catch (Exception e) {}
        }
        if (sb.length() == 0) {
            throw new RuntimeException(""Unable to convert "" + in + "" to ASCII"");
        }
        return sb.toString();
    }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      // Undeclared exception!
      try { 
        FakerIDN.toASCII("""");
        fail(""Expecting exception: RuntimeException"");
      
      } catch(RuntimeException e) {
         //
         // Unable to convert  to ASCII
         //
         verifyException(""com.github.javafaker.service.FakerIDN"", e);
      }
  }",{@link IDN#toASCII(String)} is too picky for our needs. It was throwing exceptions for fa.yml and he.yml as they're Bidi languages and something was causing them to die. This is kind of a brute force fix but it appears to fix the issue. @param in input @return ascii
"private static double normalizeAngle(final double angle, final double halfTurn) {
        double result = angle;
        final double fullTurn = 2.0 * halfTurn;
        
        if (result <= -halfTurn) {
            int nTurns = (int)Math.ceil(-result / fullTurn);
            result += nTurns * fullTurn;
            if (result > halfTurn) {
                result -= fullTurn;
            }
        }
        if (result > halfTurn) {
            int nTurns = (int)Math.ceil(result / fullTurn);
            result -= nTurns * fullTurn;
            if(result <= -halfTurn){
                result += fullTurn;
            }
        }
        return result;
    }","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      double double0 = Utils.normalizeAngleDegrees((-3677.25641267999));
      assertEquals(0.010253986677071225, double0, 0.01);
  }",Normalizes an angle between the range -pi...pi (or -180...180) by adding or subtracting the required amount of turns. This method can work with angles expressed either on degrees or radians depending on the units used for the definition of a half turn. @param angle angle to be normalized. @param halfTurn the definition of a half turn (either in degrees or radians). @return the same angle but normalized.
,"@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      EventTypeOuter.EventTypeEnum eventTypeOuter_EventTypeEnum0 = EventTypeOuter.EventTypeEnum.PERSISTED_OBJ;
      // Undeclared exception!
      try { 
        eventTypeOuter_EventTypeEnum0.getPriority();
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""es.bsc.dataclay.util.events.EventTypeOuter$EventTypeEnum"", e);
      }
  }",
"private Set<String> filterResourceNames(Set<String> resourceNames, String prefix, String suffix) {
        Set<String> filteredResourceNames = new TreeSet<String>();
        for (String resourceName : resourceNames) {
            String fileName = resourceName.substring(resourceName.lastIndexOf(File.separator) + 1);
            if (fileName.startsWith(prefix) && fileName.endsWith(suffix)
                    && (fileName.length() > (prefix + suffix).length())) {
                filteredResourceNames.add(resourceName);
            } else {
                LOG.debug(""Filtering out resource: "" + resourceName + "" (filename: "" + fileName + "")"");
            }
        }
        return filteredResourceNames;
    }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      FileSystemScanner fileSystemScanner0 = new FileSystemScanner();
      EvoSuiteFile evoSuiteFile0 = new EvoSuiteFile(""?7"");
      FileSystemHandling.appendStringToFile(evoSuiteFile0, ""Scanning for filesystem resources at '"");
      Resource[] resourceArray0 = fileSystemScanner0.scanForResources("""", """", """");
      assertEquals(0, resourceArray0.length);
  }",Filters this list of resource names to only include the ones whose filename matches this prefix and this suffix.@param resourceNames The names to filter. @param prefix The prefix to match. @param suffix The suffix to match. @return The filtered names set.
"public static byte[] readJar(final String path) {
		byte[] result = null;
		try {
			final FileInputStream fis = new FileInputStream(path);
			// System.out.println(file.exists() + ""!!"");
			// InputStream in = resource.openStream();
			final ByteArrayOutputStream bos = new ByteArrayOutputStream();
			final byte[] buf = new byte[MAX_BYTES];
			int totalbytes = 0;
			int readNum = fis.read(buf);
			while (readNum != -1) {
				bos.write(buf, 0, readNum); // no doubt here is 0
				// Writes len bytes from the specified byte array starting at offset off to this byte array output stream.
				totalbytes += readNum;
				readNum = fis.read(buf);
			}
			System.out.println(""[DATACLAY] Library serialized: "" + totalbytes + "" bytes"");
			result = bos.toByteArray();
			fis.close();
		} catch (Exception e) {
			e.printStackTrace();
			throw new DataClayRuntimeException(ERRORCODE.ERROR_DEPLOYING_LIB, ""Error while reading Jar"", true);
		}
		return result;
	}","@Test(timeout = 4000)
  public void test1()  throws Throwable  {
      EvoSuiteFile evoSuiteFile0 = new EvoSuiteFile(""?##lJy_[DW+!)"");
      FileSystemHandling.appendLineToFile(evoSuiteFile0, """");
      byte[] byteArray0 = JarUtils.readJar(""?##lJy_[DW+!)"");
      assertNull(byteArray0);
  }",Read Jar file into byte array @param path Path of the Jar file @return Byte array representation of the Jar file
,"@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      InterfaceManagerSQLStatements.SqlStatements interfaceManagerSQLStatements_SqlStatements0 = InterfaceManagerSQLStatements.SqlStatements.DELETE_INTERFACE;
      InterfaceManagerSQLStatements.SqlStatements.loadStatements();
      String string0 = interfaceManagerSQLStatements_SqlStatements0.getSqlStatement();
      assertNull(string0);
  }",
,"@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      MetaDataServiceSQLStatements.SqlStatements metaDataServiceSQLStatements_SqlStatements0 = MetaDataServiceSQLStatements.SqlStatements.SELECT_UNREGISTERED_EXTERNAL_OBJECTS;
      metaDataServiceSQLStatements_SqlStatements0.getSqlStatement();
      String string0 = metaDataServiceSQLStatements_SqlStatements0.getSqlStatement();
      assertNull(string0);
  }",
"public byte[] zip(String str) {
        GZIPOutputStream zipStream = null;
        try {
            ByteArrayOutputStream targetStream = new ByteArrayOutputStream();
            zipStream = new GZIPOutputStream(targetStream);
            zipStream.write(str.getBytes());
            zipStream.close();
            byte[] zipped = targetStream.toByteArray();
            targetStream.close();
            return zipped;
        } catch (IOException ex) {
            throw new RuntimeException(ex);
        } finally {
            try {
                if (zipStream != null) {
                    zipStream.close();
                }
            } catch (IOException ex) {
                throw new RuntimeException(ex);
            }
        }
    }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      Zipper zipper0 = new Zipper();
      byte[] byteArray0 = zipper0.zip(""d>I|}SXe%"");
      assertEquals(20, byteArray0.length);
  }",zips up a string into a GZIP format.@param str The string to zip @return The zipped string
,"@Test(timeout = 4000)
  public void test03()  throws Throwable  {
      CMAEditorInterface.Control cMAEditorInterface_Control0 = new CMAEditorInterface.Control();
      // Undeclared exception!
      try { 
        cMAEditorInterface_Control0.addSetting(""1=$N5QG_\"""", ""com.contentful.java.cma.model.CMAEditorInterface$Control$BuildInWidgetId"");
        fail(""Expecting exception: NullPointerException"");
      
      } catch(NullPointerException e) {
         //
         // no message in exception (getMessage() returned null)
         //
         verifyException(""com.contentful.java.cma.model.CMAEditorInterface$Control"", e);
      }
  }",
"static public long calculateChecksum(byte[] buf) {
    int length = buf.length;
    int i = 0;

    long sum = 0;
    long data;

    // Handle all pairs
    while (length > 1) {
      // Corrected to include @Andy's edits and various comments on Stack Overflow
      data = (((buf[i] << 8) & 0xFF00) | ((buf[i + 1]) & 0xFF));
      sum += data;
      // 1's complement carry bit correction in 16-bits (detecting sign extension)
      if ((sum & 0xFFFF0000) > 0) {
        sum = sum & 0xFFFF;
        sum += 1;
      }

      i += 2;
      length -= 2;
    }

    // Handle remaining byte in odd length buffers
    if (length > 0) {
      // Corrected to include @Andy's edits and various comments on Stack Overflow
      sum += (buf[i] << 8 & 0xFF00);
      // 1's complement carry bit correction in 16-bits (detecting sign extension)
      if ((sum & 0xFFFF0000) > 0) {
        sum = sum & 0xFFFF;
        sum += 1;
      }
    }

    // Final 1's complement value correction to 16-bits
    sum = ~sum;
    sum = sum & 0xFFFF;
    return sum;

  }","@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      byte[] byteArray0 = new byte[7];
      byteArray0[6] = (byte) (-1);
      long long0 = Checksum.calculateChecksum(byteArray0);
      assertEquals(65025L, long0);
  }","http:stackoverflow.comquestions4113890how-to-calculate-the-internet-checksum-from-a-byte-in-javaHandle all pairs
Handle remaining byte in odd length buffers
Final 1's complement value correction to 16-bits"
,"@Test(timeout = 4000)
  public void test3()  throws Throwable  {
      NodeDistanceComparator nodeDistanceComparator0 = new NodeDistanceComparator();
      NodeDistance nodeDistance0 = new NodeDistance((TreeNode) null, (TreeNode) null, 0.0);
      NodeDistance nodeDistance1 = new NodeDistance((TreeNode) null, (TreeNode) null, (-87.445115058));
      int int0 = nodeDistanceComparator0.compare(nodeDistance0, nodeDistance1);
      assertEquals(0, int0);
  }",
"public Extension getExtension() {
    if (extension == null) {
      extension = new Extension();
    }

    return extension;
  }","@Test(timeout = 4000)
  public void test3()  throws Throwable  {
      CMAUiExtension cMAUiExtension0 = new CMAUiExtension();
      String string0 = cMAUiExtension0.toString();
      assertEquals(""CMAUiExtension { CMAResource { system = CMASystem { type = UiExtension } } extension = null }"", string0);
  }",@return the extension description part of the UI extension.
,"@Test(timeout = 4000)
  public void test0()  throws Throwable  {
      LogicMetadataSQLStatements.SqlStatements logicMetadataSQLStatements_SqlStatements0 = LogicMetadataSQLStatements.SqlStatements.SELECT_EXECENV_BY_HOSTNAME_AND_PORT;
      logicMetadataSQLStatements_SqlStatements0.getSqlStatement();
      String string0 = logicMetadataSQLStatements_SqlStatements0.getSqlStatement();
      assertNull(string0);
  }",
